date,tenor,yield_to_maturity,instrument
2023-06-01,,0.0569 ,US BBB rated Bond
2023-06-02,,0.0577 ,US BBB rated Bond
2023-06-05,,0.0577 ,US BBB rated Bond
2023-06-06,,0.0577 ,US BBB rated Bond
2023-06-07,,0.0584 ,US BBB rated Bond
2023-06-08,,0.0578 ,US BBB rated Bond
2023-06-09,,0.0583 ,US BBB rated Bond
2023-06-12,,0.0581 ,US BBB rated Bond
2023-06-13,,0.0588 ,US BBB rated Bond
2023-06-14,,0.0586 ,US BBB rated Bond
2023-06-15,,0.0577 ,US BBB rated Bond
2023-06-16,,0.0580 ,US BBB rated Bond
2023-06-19,,0.0580 ,US BBB rated Bond
2023-06-20,,0.0576 ,US BBB rated Bond
2023-06-21,,0.0576 ,US BBB rated Bond
2023-06-22,,0.0582 ,US BBB rated Bond
2023-06-23,,0.0579 ,US BBB rated Bond
2023-06-26,,0.0576 ,US BBB rated Bond
2023-06-27,,0.0581 ,US BBB rated Bond
2023-06-28,,0.0576 ,US BBB rated Bond
2023-06-29,,0.0586 ,US BBB rated Bond
2023-06-30,,0.0583 ,US BBB rated Bond
2023-07-03,,0.0587 ,US BBB rated Bond
2023-07-04,,0.0587 ,US BBB rated Bond
2023-07-05,,0.0590 ,US BBB rated Bond
2023-07-06,,0.0601 ,US BBB rated Bond
2023-07-07,,0.0600 ,US BBB rated Bond
2023-07-10,,0.0595 ,US BBB rated Bond
2023-07-11,,0.0592 ,US BBB rated Bond
2023-07-12,,0.0578 ,US BBB rated Bond
2023-07-13,,0.0567 ,US BBB rated Bond
2023-07-14,,0.0574 ,US BBB rated Bond
2023-07-17,,0.0574 ,US BBB rated Bond
2023-07-18,,0.0573 ,US BBB rated Bond
2023-07-19,,0.0568 ,US BBB rated Bond
2023-07-20,,0.0577 ,US BBB rated Bond
2023-07-21,,0.0576 ,US BBB rated Bond
2023-07-24,,0.0578 ,US BBB rated Bond
2023-07-25,,0.0579 ,US BBB rated Bond
2023-07-26,,0.0575 ,US BBB rated Bond
2023-07-27,,0.0584 ,US BBB rated Bond
2023-07-28,,0.0579 ,US BBB rated Bond
2023-07-31,,0.0577 ,US BBB rated Bond
2023-08-01,,0.0584 ,US BBB rated Bond
2023-08-02,,0.0589 ,US BBB rated Bond
2023-08-03,,0.0598 ,US BBB rated Bond
2023-08-04,,0.0586 ,US BBB rated Bond
2023-08-07,,0.0588 ,US BBB rated Bond
2023-08-08,,0.0584 ,US BBB rated Bond
2023-08-09,,0.0584 ,US BBB rated Bond
2023-08-10,,0.0592 ,US BBB rated Bond
2023-08-11,,0.0598 ,US BBB rated Bond
2023-08-14,,0.0601 ,US BBB rated Bond
2023-08-15,,0.0604 ,US BBB rated Bond
2023-08-16,,0.0609 ,US BBB rated Bond
2023-08-17,,0.0611 ,US BBB rated Bond
2023-08-18,,0.0609 ,US BBB rated Bond
2023-08-21,,0.0617 ,US BBB rated Bond
2023-08-22,,0.0616 ,US BBB rated Bond
2023-08-23,,0.0603 ,US BBB rated Bond
2023-08-24,,0.0606 ,US BBB rated Bond
2023-08-25,,0.0607 ,US BBB rated Bond
2023-08-28,,0.0604 ,US BBB rated Bond
2023-08-29,,0.0594 ,US BBB rated Bond
2023-08-30,,0.0594 ,US BBB rated Bond
2023-08-31,,0.0592 ,US BBB rated Bond
2023-09-01,,0.0599 ,US BBB rated Bond
2023-09-04,,0.0599 ,US BBB rated Bond
2023-09-05,,0.0607 ,US BBB rated Bond
2023-09-06,,0.0611 ,US BBB rated Bond
2023-09-07,,0.0607 ,US BBB rated Bond
2023-09-08,,0.0606 ,US BBB rated Bond
2023-09-11,,0.0608 ,US BBB rated Bond
2023-09-12,,0.0608 ,US BBB rated Bond
2023-09-13,,0.0607 ,US BBB rated Bond
2023-09-14,,0.0608 ,US BBB rated Bond
2023-09-15,,0.0611 ,US BBB rated Bond
2023-09-18,,0.0611 ,US BBB rated Bond
2023-09-19,,0.0614 ,US BBB rated Bond
2023-09-20,,0.0615 ,US BBB rated Bond
2023-09-21,,0.0623 ,US BBB rated Bond
2018-01-02,1,0.0129 ,US Treasury
2018-01-03,1,0.0129 ,US Treasury
2018-01-04,1,0.0128 ,US Treasury
2018-01-05,1,0.0127 ,US Treasury
2018-01-08,1,0.0130 ,US Treasury
2018-01-09,1,0.0127 ,US Treasury
2018-01-10,1,0.0131 ,US Treasury
2018-01-11,1,0.0132 ,US Treasury
2018-01-12,1,0.0131 ,US Treasury
2018-01-16,1,0.0133 ,US Treasury
2018-01-17,1,0.0131 ,US Treasury
2018-01-18,1,0.0129 ,US Treasury
2018-01-19,1,0.0128 ,US Treasury
2018-01-22,1,0.0127 ,US Treasury
2018-01-23,1,0.0126 ,US Treasury
2018-01-24,1,0.0125 ,US Treasury
2018-01-25,1,0.0123 ,US Treasury
2018-01-26,1,0.0124 ,US Treasury
2018-01-29,1,0.0128 ,US Treasury
2018-01-30,1,0.0149 ,US Treasury
2018-01-31,1,0.0143 ,US Treasury
2018-02-01,1,0.0141 ,US Treasury
2018-02-02,1,0.0140 ,US Treasury
2018-02-05,1,0.0140 ,US Treasury
2018-02-06,1,0.0148 ,US Treasury
2018-02-07,1,0.0136 ,US Treasury
2018-02-08,1,0.0132 ,US Treasury
2018-02-09,1,0.0131 ,US Treasury
2018-02-12,1,0.0135 ,US Treasury
2018-02-13,1,0.0134 ,US Treasury
2018-02-14,1,0.0132 ,US Treasury
2018-02-15,1,0.0130 ,US Treasury
2018-02-16,1,0.0135 ,US Treasury
2018-02-20,1,0.0139 ,US Treasury
2018-02-21,1,0.0140 ,US Treasury
2018-02-22,1,0.0134 ,US Treasury
2018-02-23,1,0.0138 ,US Treasury
2018-02-26,1,0.0139 ,US Treasury
2018-02-27,1,0.0149 ,US Treasury
2018-02-28,1,0.0150 ,US Treasury
2018-03-01,1,0.0150 ,US Treasury
2018-03-02,1,0.0150 ,US Treasury
2018-03-05,1,0.0153 ,US Treasury
2018-03-06,1,0.0156 ,US Treasury
2018-03-07,1,0.0157 ,US Treasury
2018-03-08,1,0.0157 ,US Treasury
2018-03-09,1,0.0157 ,US Treasury
2018-03-12,1,0.0160 ,US Treasury
2018-03-13,1,0.0164 ,US Treasury
2018-03-14,1,0.0171 ,US Treasury
2018-03-15,1,0.0170 ,US Treasury
2018-03-16,1,0.0171 ,US Treasury
2018-03-19,1,0.0170 ,US Treasury
2018-03-20,1,0.0176 ,US Treasury
2018-03-21,1,0.0171 ,US Treasury
2018-03-22,1,0.0167 ,US Treasury
2018-03-23,1,0.0169 ,US Treasury
2018-03-26,1,0.0171 ,US Treasury
2018-03-27,1,0.0169 ,US Treasury
2018-03-28,1,0.0165 ,US Treasury
2018-03-29,1,0.0163 ,US Treasury
2018-04-02,1,0.0168 ,US Treasury
2018-04-03,1,0.0170 ,US Treasury
2018-04-04,1,0.0167 ,US Treasury
2018-04-05,1,0.0167 ,US Treasury
2018-04-06,1,0.0168 ,US Treasury
2018-04-09,1,0.0167 ,US Treasury
2018-04-10,1,0.0163 ,US Treasury
2018-04-11,1,0.0164 ,US Treasury
2018-04-12,1,0.0165 ,US Treasury
2018-04-13,1,0.0164 ,US Treasury
2018-04-16,1,0.0164 ,US Treasury
2018-04-17,1,0.0168 ,US Treasury
2018-04-18,1,0.0167 ,US Treasury
2018-04-19,1,0.0167 ,US Treasury
2018-04-20,1,0.0165 ,US Treasury
2018-04-23,1,0.0169 ,US Treasury
2018-04-24,1,0.0170 ,US Treasury
2018-04-25,1,0.0165 ,US Treasury
2018-04-26,1,0.0162 ,US Treasury
2018-04-27,1,0.0162 ,US Treasury
2018-04-30,1,0.0165 ,US Treasury
2018-05-01,1,0.0168 ,US Treasury
2018-05-02,1,0.0169 ,US Treasury
2018-05-03,1,0.0168 ,US Treasury
2018-05-04,1,0.0167 ,US Treasury
2018-05-07,1,0.0169 ,US Treasury
2018-05-08,1,0.0169 ,US Treasury
2018-05-09,1,0.0168 ,US Treasury
2018-05-10,1,0.0169 ,US Treasury
2018-05-11,1,0.0168 ,US Treasury
2018-05-14,1,0.0170 ,US Treasury
2018-05-15,1,0.0169 ,US Treasury
2018-05-16,1,0.0169 ,US Treasury
2018-05-17,1,0.0170 ,US Treasury
2018-05-18,1,0.0168 ,US Treasury
2018-05-21,1,0.0171 ,US Treasury
2018-05-22,1,0.0173 ,US Treasury
2018-05-23,1,0.0176 ,US Treasury
2018-05-24,1,0.0174 ,US Treasury
2018-05-25,1,0.0170 ,US Treasury
2018-05-29,1,0.0177 ,US Treasury
2018-05-30,1,0.0177 ,US Treasury
2018-05-31,1,0.0176 ,US Treasury
2018-06-01,1,0.0174 ,US Treasury
2018-06-04,1,0.0177 ,US Treasury
2018-06-05,1,0.0182 ,US Treasury
2018-06-06,1,0.0181 ,US Treasury
2018-06-07,1,0.0178 ,US Treasury
2018-06-08,1,0.0178 ,US Treasury
2018-06-11,1,0.0182 ,US Treasury
2018-06-12,1,0.0181 ,US Treasury
2018-06-13,1,0.0182 ,US Treasury
2018-06-14,1,0.0181 ,US Treasury
2018-06-15,1,0.0182 ,US Treasury
2018-06-18,1,0.0184 ,US Treasury
2018-06-19,1,0.0185 ,US Treasury
2018-06-20,1,0.0185 ,US Treasury
2018-06-21,1,0.0185 ,US Treasury
2018-06-22,1,0.0183 ,US Treasury
2018-06-25,1,0.0180 ,US Treasury
2018-06-26,1,0.0179 ,US Treasury
2018-06-27,1,0.0179 ,US Treasury
2018-06-28,1,0.0176 ,US Treasury
2018-06-29,1,0.0177 ,US Treasury
2018-07-02,1,0.0190 ,US Treasury
2018-07-03,1,0.0191 ,US Treasury
2018-07-05,1,0.0187 ,US Treasury
2018-07-06,1,0.0186 ,US Treasury
2018-07-09,1,0.0187 ,US Treasury
2018-07-10,1,0.0188 ,US Treasury
2018-07-11,1,0.0189 ,US Treasury
2018-07-12,1,0.0189 ,US Treasury
2018-07-13,1,0.0187 ,US Treasury
2018-07-16,1,0.0190 ,US Treasury
2018-07-17,1,0.0193 ,US Treasury
2018-07-18,1,0.0190 ,US Treasury
2018-07-19,1,0.0189 ,US Treasury
2018-07-20,1,0.0186 ,US Treasury
2018-07-23,1,0.0188 ,US Treasury
2018-07-24,1,0.0192 ,US Treasury
2018-07-25,1,0.0190 ,US Treasury
2018-07-26,1,0.0189 ,US Treasury
2018-07-27,1,0.0190 ,US Treasury
2018-07-30,1,0.0191 ,US Treasury
2018-07-31,1,0.0194 ,US Treasury
2018-08-01,1,0.0193 ,US Treasury
2018-08-02,1,0.0189 ,US Treasury
2018-08-03,1,0.0190 ,US Treasury
2018-08-06,1,0.0192 ,US Treasury
2018-08-07,1,0.0196 ,US Treasury
2018-08-08,1,0.0193 ,US Treasury
2018-08-09,1,0.0191 ,US Treasury
2018-08-10,1,0.0192 ,US Treasury
2018-08-13,1,0.0193 ,US Treasury
2018-08-14,1,0.0196 ,US Treasury
2018-08-15,1,0.0196 ,US Treasury
2018-08-16,1,0.0196 ,US Treasury
2018-08-17,1,0.0195 ,US Treasury
2018-08-20,1,0.0193 ,US Treasury
2018-08-21,1,0.0194 ,US Treasury
2018-08-22,1,0.0195 ,US Treasury
2018-08-23,1,0.0194 ,US Treasury
2018-08-24,1,0.0195 ,US Treasury
2018-08-27,1,0.0196 ,US Treasury
2018-08-28,1,0.0196 ,US Treasury
2018-08-29,1,0.0197 ,US Treasury
2018-08-30,1,0.0197 ,US Treasury
2018-08-31,1,0.0195 ,US Treasury
2018-09-04,1,0.0200 ,US Treasury
2018-09-05,1,0.0200 ,US Treasury
2018-09-06,1,0.0198 ,US Treasury
2018-09-07,1,0.0198 ,US Treasury
2018-09-10,1,0.0198 ,US Treasury
2018-09-11,1,0.0202 ,US Treasury
2018-09-12,1,0.0201 ,US Treasury
2018-09-13,1,0.0201 ,US Treasury
2018-09-14,1,0.0202 ,US Treasury
2018-09-17,1,0.0202 ,US Treasury
2018-09-18,1,0.0205 ,US Treasury
2018-09-19,1,0.0203 ,US Treasury
2018-09-20,1,0.0203 ,US Treasury
2018-09-21,1,0.0205 ,US Treasury
2018-09-24,1,0.0207 ,US Treasury
2018-09-25,1,0.0212 ,US Treasury
2018-09-26,1,0.0211 ,US Treasury
2018-09-27,1,0.0210 ,US Treasury
2018-09-28,1,0.0212 ,US Treasury
2018-10-01,1,0.0213 ,US Treasury
2018-10-02,1,0.0214 ,US Treasury
2018-10-03,1,0.0215 ,US Treasury
2018-10-04,1,0.0216 ,US Treasury
2018-10-05,1,0.0215 ,US Treasury
2018-10-09,1,0.0217 ,US Treasury
2018-10-10,1,0.0218 ,US Treasury
2018-10-11,1,0.0214 ,US Treasury
2018-10-12,1,0.0214 ,US Treasury
2018-10-15,1,0.0217 ,US Treasury
2018-10-16,1,0.0219 ,US Treasury
2018-10-17,1,0.0220 ,US Treasury
2018-10-18,1,0.0219 ,US Treasury
2018-10-19,1,0.0219 ,US Treasury
2018-10-22,1,0.0218 ,US Treasury
2018-10-23,1,0.0221 ,US Treasury
2018-10-24,1,0.0220 ,US Treasury
2018-10-25,1,0.0219 ,US Treasury
2018-10-26,1,0.0216 ,US Treasury
2018-10-29,1,0.0217 ,US Treasury
2018-10-30,1,0.0221 ,US Treasury
2018-10-31,1,0.0220 ,US Treasury
2018-11-01,1,0.0221 ,US Treasury
2018-11-02,1,0.0219 ,US Treasury
2018-11-05,1,0.0220 ,US Treasury
2018-11-06,1,0.0223 ,US Treasury
2018-11-07,1,0.0223 ,US Treasury
2018-11-08,1,0.0221 ,US Treasury
2018-11-09,1,0.0221 ,US Treasury
2018-11-13,1,0.0224 ,US Treasury
2018-11-14,1,0.0224 ,US Treasury
2018-11-15,1,0.0220 ,US Treasury
2018-11-16,1,0.0221 ,US Treasury
2018-11-19,1,0.0223 ,US Treasury
2018-11-20,1,0.0223 ,US Treasury
2018-11-21,1,0.0225 ,US Treasury
2018-11-23,1,0.0225 ,US Treasury
2018-11-26,1,0.0224 ,US Treasury
2018-11-27,1,0.0231 ,US Treasury
2018-11-28,1,0.0231 ,US Treasury
2018-11-29,1,0.0231 ,US Treasury
2018-11-30,1,0.0231 ,US Treasury
2018-12-03,1,0.0230 ,US Treasury
2018-12-04,1,0.0237 ,US Treasury
2018-12-06,1,0.0236 ,US Treasury
2018-12-07,1,0.0232 ,US Treasury
2018-12-10,1,0.0232 ,US Treasury
2018-12-11,1,0.0228 ,US Treasury
2018-12-12,1,0.0230 ,US Treasury
2018-12-13,1,0.0236 ,US Treasury
2018-12-14,1,0.0236 ,US Treasury
2018-12-17,1,0.0236 ,US Treasury
2018-12-18,1,0.0235 ,US Treasury
2018-12-19,1,0.0235 ,US Treasury
2018-12-20,1,0.0242 ,US Treasury
2018-12-21,1,0.0241 ,US Treasury
2018-12-24,1,0.0242 ,US Treasury
2018-12-26,1,0.0241 ,US Treasury
2018-12-27,1,0.0243 ,US Treasury
2018-12-28,1,0.0239 ,US Treasury
2018-12-31,1,0.0244 ,US Treasury
2019-01-02,1,0.0240 ,US Treasury
2019-01-03,1,0.0242 ,US Treasury
2019-01-04,1,0.0240 ,US Treasury
2019-01-07,1,0.0242 ,US Treasury
2019-01-08,1,0.0240 ,US Treasury
2019-01-09,1,0.0240 ,US Treasury
2019-01-10,1,0.0242 ,US Treasury
2019-01-11,1,0.0241 ,US Treasury
2019-01-14,1,0.0242 ,US Treasury
2019-01-15,1,0.0241 ,US Treasury
2019-01-16,1,0.0241 ,US Treasury
2019-01-17,1,0.0241 ,US Treasury
2019-01-18,1,0.0240 ,US Treasury
2019-01-22,1,0.0238 ,US Treasury
2019-01-23,1,0.0237 ,US Treasury
2019-01-24,1,0.0238 ,US Treasury
2019-01-25,1,0.0236 ,US Treasury
2019-01-28,1,0.0239 ,US Treasury
2019-01-29,1,0.0239 ,US Treasury
2019-01-30,1,0.0240 ,US Treasury
2019-01-31,1,0.0242 ,US Treasury
2019-02-01,1,0.0241 ,US Treasury
2019-02-04,1,0.0241 ,US Treasury
2019-02-05,1,0.0239 ,US Treasury
2019-02-06,1,0.0240 ,US Treasury
2019-02-07,1,0.0243 ,US Treasury
2019-02-08,1,0.0243 ,US Treasury
2019-02-11,1,0.0244 ,US Treasury
2019-02-12,1,0.0242 ,US Treasury
2019-02-13,1,0.0242 ,US Treasury
2019-02-14,1,0.0245 ,US Treasury
2019-02-15,1,0.0243 ,US Treasury
2019-02-19,1,0.0244 ,US Treasury
2019-02-20,1,0.0241 ,US Treasury
2019-02-21,1,0.0243 ,US Treasury
2019-02-22,1,0.0243 ,US Treasury
2019-02-25,1,0.0244 ,US Treasury
2019-02-26,1,0.0243 ,US Treasury
2019-02-27,1,0.0243 ,US Treasury
2019-02-28,1,0.0244 ,US Treasury
2019-03-01,1,0.0244 ,US Treasury
2019-03-04,1,0.0245 ,US Treasury
2019-03-05,1,0.0244 ,US Treasury
2019-03-06,1,0.0243 ,US Treasury
2019-03-07,1,0.0245 ,US Treasury
2019-03-08,1,0.0245 ,US Treasury
2019-03-11,1,0.0244 ,US Treasury
2019-03-12,1,0.0244 ,US Treasury
2019-03-13,1,0.0243 ,US Treasury
2019-03-14,1,0.0248 ,US Treasury
2019-03-15,1,0.0246 ,US Treasury
2019-03-18,1,0.0247 ,US Treasury
2019-03-19,1,0.0246 ,US Treasury
2019-03-20,1,0.0245 ,US Treasury
2019-03-21,1,0.0251 ,US Treasury
2019-03-22,1,0.0249 ,US Treasury
2019-03-25,1,0.0247 ,US Treasury
2019-03-26,1,0.0246 ,US Treasury
2019-03-27,1,0.0245 ,US Treasury
2019-03-28,1,0.0244 ,US Treasury
2019-03-29,1,0.0243 ,US Treasury
2019-04-01,1,0.0242 ,US Treasury
2019-04-02,1,0.0243 ,US Treasury
2019-04-03,1,0.0242 ,US Treasury
2019-04-04,1,0.0243 ,US Treasury
2019-04-05,1,0.0242 ,US Treasury
2019-04-08,1,0.0243 ,US Treasury
2019-04-09,1,0.0242 ,US Treasury
2019-04-10,1,0.0240 ,US Treasury
2019-04-11,1,0.0242 ,US Treasury
2019-04-12,1,0.0241 ,US Treasury
2019-04-15,1,0.0242 ,US Treasury
2019-04-16,1,0.0243 ,US Treasury
2019-04-17,1,0.0243 ,US Treasury
2019-04-18,1,0.0244 ,US Treasury
2019-04-22,1,0.0244 ,US Treasury
2019-04-23,1,0.0243 ,US Treasury
2019-04-24,1,0.0242 ,US Treasury
2019-04-25,1,0.0243 ,US Treasury
2019-04-26,1,0.0242 ,US Treasury
2019-04-29,1,0.0245 ,US Treasury
2019-04-30,1,0.0243 ,US Treasury
2019-05-01,1,0.0242 ,US Treasury
2019-05-02,1,0.0244 ,US Treasury
2019-05-03,1,0.0242 ,US Treasury
2019-05-06,1,0.0243 ,US Treasury
2019-05-07,1,0.0244 ,US Treasury
2019-05-08,1,0.0242 ,US Treasury
2019-05-09,1,0.0243 ,US Treasury
2019-05-10,1,0.0242 ,US Treasury
2019-05-13,1,0.0241 ,US Treasury
2019-05-14,1,0.0241 ,US Treasury
2019-05-15,1,0.0240 ,US Treasury
2019-05-16,1,0.0240 ,US Treasury
2019-05-17,1,0.0239 ,US Treasury
2019-05-20,1,0.0239 ,US Treasury
2019-05-21,1,0.0237 ,US Treasury
2019-05-22,1,0.0236 ,US Treasury
2019-05-23,1,0.0238 ,US Treasury
2019-05-24,1,0.0237 ,US Treasury
2019-05-28,1,0.0235 ,US Treasury
2019-05-29,1,0.0235 ,US Treasury
2019-05-30,1,0.0237 ,US Treasury
2019-05-31,1,0.0235 ,US Treasury
2019-06-03,1,0.0236 ,US Treasury
2019-06-04,1,0.0234 ,US Treasury
2019-06-05,1,0.0231 ,US Treasury
2019-06-06,1,0.0232 ,US Treasury
2019-06-07,1,0.0230 ,US Treasury
2019-06-10,1,0.0230 ,US Treasury
2019-06-11,1,0.0227 ,US Treasury
2019-06-12,1,0.0219 ,US Treasury
2019-06-13,1,0.0224 ,US Treasury
2019-06-14,1,0.0223 ,US Treasury
2019-06-17,1,0.0222 ,US Treasury
2019-06-18,1,0.0218 ,US Treasury
2019-06-19,1,0.0214 ,US Treasury
2019-06-20,1,0.0217 ,US Treasury
2019-06-21,1,0.0216 ,US Treasury
2019-06-24,1,0.0212 ,US Treasury
2019-06-25,1,0.0211 ,US Treasury
2019-06-26,1,0.0211 ,US Treasury
2019-06-27,1,0.0219 ,US Treasury
2019-06-28,1,0.0218 ,US Treasury
2019-07-01,1,0.0217 ,US Treasury
2019-07-02,1,0.0221 ,US Treasury
2019-07-03,1,0.0225 ,US Treasury
2019-07-05,1,0.0226 ,US Treasury
2019-07-08,1,0.0223 ,US Treasury
2019-07-09,1,0.0222 ,US Treasury
2019-07-10,1,0.0218 ,US Treasury
2019-07-11,1,0.0217 ,US Treasury
2019-07-12,1,0.0216 ,US Treasury
2019-07-15,1,0.0217 ,US Treasury
2019-07-16,1,0.0216 ,US Treasury
2019-07-17,1,0.0213 ,US Treasury
2019-07-18,1,0.0211 ,US Treasury
2019-07-19,1,0.0211 ,US Treasury
2019-07-22,1,0.0213 ,US Treasury
2019-07-23,1,0.0212 ,US Treasury
2019-07-24,1,0.0210 ,US Treasury
2019-07-25,1,0.0216 ,US Treasury
2019-07-26,1,0.0213 ,US Treasury
2019-07-29,1,0.0212 ,US Treasury
2019-07-30,1,0.0207 ,US Treasury
2019-07-31,1,0.0201 ,US Treasury
2019-08-01,1,0.0211 ,US Treasury
2019-08-02,1,0.0211 ,US Treasury
2019-08-05,1,0.0207 ,US Treasury
2019-08-06,1,0.0205 ,US Treasury
2019-08-07,1,0.0202 ,US Treasury
2019-08-08,1,0.0209 ,US Treasury
2019-08-09,1,0.0205 ,US Treasury
2019-08-12,1,0.0209 ,US Treasury
2019-08-13,1,0.0205 ,US Treasury
2019-08-14,1,0.0198 ,US Treasury
2019-08-15,1,0.0208 ,US Treasury
2019-08-16,1,0.0205 ,US Treasury
2019-08-19,1,0.0206 ,US Treasury
2019-08-20,1,0.0205 ,US Treasury
2019-08-21,1,0.0203 ,US Treasury
2019-08-22,1,0.0210 ,US Treasury
2019-08-23,1,0.0207 ,US Treasury
2019-08-26,1,0.0209 ,US Treasury
2019-08-27,1,0.0207 ,US Treasury
2019-08-28,1,0.0207 ,US Treasury
2019-08-29,1,0.0210 ,US Treasury
2019-08-30,1,0.0210 ,US Treasury
2019-09-03,1,0.0206 ,US Treasury
2019-09-04,1,0.0205 ,US Treasury
2019-09-05,1,0.0205 ,US Treasury
2019-09-06,1,0.0205 ,US Treasury
2019-09-09,1,0.0204 ,US Treasury
2019-09-10,1,0.0204 ,US Treasury
2019-09-11,1,0.0201 ,US Treasury
2019-09-12,1,0.0199 ,US Treasury
2019-09-13,1,0.0199 ,US Treasury
2019-09-16,1,0.0208 ,US Treasury
2019-09-17,1,0.0210 ,US Treasury
2019-09-18,1,0.0194 ,US Treasury
2019-09-19,1,0.0201 ,US Treasury
2019-09-20,1,0.0195 ,US Treasury
2019-09-23,1,0.0194 ,US Treasury
2019-09-24,1,0.0190 ,US Treasury
2019-09-25,1,0.0180 ,US Treasury
2019-09-26,1,0.0191 ,US Treasury
2019-09-27,1,0.0190 ,US Treasury
2019-09-30,1,0.0191 ,US Treasury
2019-10-01,1,0.0179 ,US Treasury
2019-10-02,1,0.0175 ,US Treasury
2019-10-03,1,0.0178 ,US Treasury
2019-10-04,1,0.0173 ,US Treasury
2019-10-07,1,0.0176 ,US Treasury
2019-10-08,1,0.0169 ,US Treasury
2019-10-09,1,0.0169 ,US Treasury
2019-10-10,1,0.0174 ,US Treasury
2019-10-11,1,0.0176 ,US Treasury
2019-10-15,1,0.0174 ,US Treasury
2019-10-16,1,0.0171 ,US Treasury
2019-10-17,1,0.0174 ,US Treasury
2019-10-18,1,0.0175 ,US Treasury
2019-10-21,1,0.0176 ,US Treasury
2019-10-22,1,0.0175 ,US Treasury
2019-10-23,1,0.0174 ,US Treasury
2019-10-24,1,0.0175 ,US Treasury
2019-10-25,1,0.0173 ,US Treasury
2019-10-28,1,0.0174 ,US Treasury
2019-10-29,1,0.0166 ,US Treasury
2019-10-30,1,0.0161 ,US Treasury
2019-10-31,1,0.0159 ,US Treasury
2019-11-01,1,0.0158 ,US Treasury
2019-11-04,1,0.0158 ,US Treasury
2019-11-05,1,0.0156 ,US Treasury
2019-11-06,1,0.0155 ,US Treasury
2019-11-07,1,0.0157 ,US Treasury
2019-11-08,1,0.0156 ,US Treasury
2019-11-12,1,0.0156 ,US Treasury
2019-11-13,1,0.0156 ,US Treasury
2019-11-14,1,0.0159 ,US Treasury
2019-11-15,1,0.0159 ,US Treasury
2019-11-18,1,0.0159 ,US Treasury
2019-11-19,1,0.0158 ,US Treasury
2019-11-20,1,0.0157 ,US Treasury
2019-11-21,1,0.0157 ,US Treasury
2019-11-22,1,0.0158 ,US Treasury
2019-11-25,1,0.0160 ,US Treasury
2019-11-26,1,0.0163 ,US Treasury
2019-11-27,1,0.0165 ,US Treasury
2019-11-29,1,0.0162 ,US Treasury
2019-12-02,1,0.0160 ,US Treasury
2019-12-03,1,0.0156 ,US Treasury
2019-12-04,1,0.0159 ,US Treasury
2019-12-05,1,0.0152 ,US Treasury
2019-12-06,1,0.0152 ,US Treasury
2019-12-09,1,0.0154 ,US Treasury
2019-12-10,1,0.0153 ,US Treasury
2019-12-11,1,0.0154 ,US Treasury
2019-12-12,1,0.0157 ,US Treasury
2019-12-13,1,0.0155 ,US Treasury
2019-12-16,1,0.0157 ,US Treasury
2019-12-17,1,0.0156 ,US Treasury
2019-12-18,1,0.0156 ,US Treasury
2019-12-19,1,0.0154 ,US Treasury
2019-12-20,1,0.0157 ,US Treasury
2019-12-23,1,0.0157 ,US Treasury
2019-12-24,1,0.0155 ,US Treasury
2019-12-26,1,0.0159 ,US Treasury
2019-12-27,1,0.0156 ,US Treasury
2019-12-30,1,0.0151 ,US Treasury
2019-12-31,1,0.0148 ,US Treasury
2020-01-02,1,0.0153 ,US Treasury
2020-01-03,1,0.0152 ,US Treasury
2020-01-06,1,0.0154 ,US Treasury
2020-01-07,1,0.0152 ,US Treasury
2020-01-08,1,0.0150 ,US Treasury
2020-01-09,1,0.0153 ,US Treasury
2020-01-10,1,0.0152 ,US Treasury
2020-01-13,1,0.0154 ,US Treasury
2020-01-14,1,0.0153 ,US Treasury
2020-01-15,1,0.0153 ,US Treasury
2020-01-16,1,0.0154 ,US Treasury
2020-01-17,1,0.0154 ,US Treasury
2020-01-21,1,0.0152 ,US Treasury
2020-01-22,1,0.0152 ,US Treasury
2020-01-23,1,0.0155 ,US Treasury
2020-01-24,1,0.0154 ,US Treasury
2020-01-27,1,0.0153 ,US Treasury
2020-01-28,1,0.0153 ,US Treasury
2020-01-29,1,0.0152 ,US Treasury
2020-01-30,1,0.0159 ,US Treasury
2020-01-31,1,0.0156 ,US Treasury
2020-02-03,1,0.0156 ,US Treasury
2020-02-04,1,0.0155 ,US Treasury
2020-02-05,1,0.0155 ,US Treasury
2020-02-06,1,0.0159 ,US Treasury
2020-02-07,1,0.0157 ,US Treasury
2020-02-10,1,0.0158 ,US Treasury
2020-02-11,1,0.0157 ,US Treasury
2020-02-12,1,0.0157 ,US Treasury
2020-02-13,1,0.0159 ,US Treasury
2020-02-14,1,0.0160 ,US Treasury
2020-02-18,1,0.0161 ,US Treasury
2020-02-19,1,0.0161 ,US Treasury
2020-02-20,1,0.0161 ,US Treasury
2020-02-21,1,0.0160 ,US Treasury
2020-02-24,1,0.0160 ,US Treasury
2020-02-25,1,0.0159 ,US Treasury
2020-02-26,1,0.0159 ,US Treasury
2020-02-27,1,0.0156 ,US Treasury
2020-02-28,1,0.0145 ,US Treasury
2020-03-02,1,0.0141 ,US Treasury
2020-03-03,1,0.0111 ,US Treasury
2020-03-04,1,0.0100 ,US Treasury
2020-03-05,1,0.0092 ,US Treasury
