date,tenor,yield_to_maturity,instrument
2021-04-12,,0.0247 ,US BBB rated Bond
2021-04-13,,0.0244 ,US BBB rated Bond
2021-04-14,,0.0244 ,US BBB rated Bond
2021-04-15,,0.0237 ,US BBB rated Bond
2021-04-16,,0.0241 ,US BBB rated Bond
2021-04-19,,0.0243 ,US BBB rated Bond
2021-04-20,,0.0241 ,US BBB rated Bond
2021-04-21,,0.0242 ,US BBB rated Bond
2021-04-22,,0.0240 ,US BBB rated Bond
2021-04-23,,0.0241 ,US BBB rated Bond
2021-04-26,,0.0240 ,US BBB rated Bond
2021-04-27,,0.0243 ,US BBB rated Bond
2021-04-28,,0.0243 ,US BBB rated Bond
2021-04-29,,0.0243 ,US BBB rated Bond
2021-04-30,,0.0245 ,US BBB rated Bond
2021-05-03,,0.0242 ,US BBB rated Bond
2021-05-04,,0.0241 ,US BBB rated Bond
2021-05-05,,0.0240 ,US BBB rated Bond
2021-05-06,,0.0239 ,US BBB rated Bond
2021-05-07,,0.0238 ,US BBB rated Bond
2021-05-10,,0.0240 ,US BBB rated Bond
2021-05-11,,0.0242 ,US BBB rated Bond
2021-05-12,,0.0247 ,US BBB rated Bond
2021-05-13,,0.0245 ,US BBB rated Bond
2021-05-14,,0.0242 ,US BBB rated Bond
2021-05-17,,0.0242 ,US BBB rated Bond
2021-05-18,,0.0242 ,US BBB rated Bond
2021-05-19,,0.0245 ,US BBB rated Bond
2021-05-20,,0.0241 ,US BBB rated Bond
2021-05-21,,0.0241 ,US BBB rated Bond
2021-05-24,,0.0238 ,US BBB rated Bond
2021-05-25,,0.0235 ,US BBB rated Bond
2021-05-26,,0.0235 ,US BBB rated Bond
2021-05-27,,0.0237 ,US BBB rated Bond
2021-05-28,,0.0236 ,US BBB rated Bond
2021-05-31,,0.0238 ,US BBB rated Bond
2021-06-01,,0.0239 ,US BBB rated Bond
2021-06-02,,0.0237 ,US BBB rated Bond
2021-06-03,,0.0240 ,US BBB rated Bond
2021-06-04,,0.0236 ,US BBB rated Bond
2021-06-07,,0.0236 ,US BBB rated Bond
2021-06-08,,0.0233 ,US BBB rated Bond
2021-06-09,,0.0231 ,US BBB rated Bond
2021-06-10,,0.0229 ,US BBB rated Bond
2021-06-11,,0.0228 ,US BBB rated Bond
2021-06-14,,0.0231 ,US BBB rated Bond
2021-06-15,,0.0230 ,US BBB rated Bond
2021-06-16,,0.0235 ,US BBB rated Bond
2021-06-17,,0.0231 ,US BBB rated Bond
2021-06-18,,0.0229 ,US BBB rated Bond
2021-06-21,,0.0231 ,US BBB rated Bond
2021-06-22,,0.0230 ,US BBB rated Bond
2021-06-23,,0.0231 ,US BBB rated Bond
2021-06-24,,0.0231 ,US BBB rated Bond
2021-06-25,,0.0234 ,US BBB rated Bond
2021-06-28,,0.0229 ,US BBB rated Bond
2021-06-29,,0.0229 ,US BBB rated Bond
2021-06-30,,0.0228 ,US BBB rated Bond
2021-07-01,,0.0231 ,US BBB rated Bond
2021-07-02,,0.0228 ,US BBB rated Bond
2021-07-05,,0.0227 ,US BBB rated Bond
2021-07-06,,0.0223 ,US BBB rated Bond
2021-07-07,,0.0221 ,US BBB rated Bond
2021-07-08,,0.0219 ,US BBB rated Bond
2021-07-09,,0.0224 ,US BBB rated Bond
2021-07-12,,0.0224 ,US BBB rated Bond
2021-07-13,,0.0228 ,US BBB rated Bond
2021-07-14,,0.0224 ,US BBB rated Bond
2021-07-15,,0.0221 ,US BBB rated Bond
2021-07-16,,0.0222 ,US BBB rated Bond
2021-07-19,,0.0216 ,US BBB rated Bond
2021-07-20,,0.0217 ,US BBB rated Bond
2021-07-21,,0.0221 ,US BBB rated Bond
2021-07-22,,0.0219 ,US BBB rated Bond
2021-07-23,,0.0220 ,US BBB rated Bond
2021-07-26,,0.0220 ,US BBB rated Bond
2021-07-27,,0.0217 ,US BBB rated Bond
2021-07-28,,0.0219 ,US BBB rated Bond
2021-07-29,,0.0218 ,US BBB rated Bond
2021-07-30,,0.0216 ,US BBB rated Bond
2021-07-31,,0.0218 ,US BBB rated Bond
2021-08-02,,0.0215 ,US BBB rated Bond
2021-08-03,,0.0215 ,US BBB rated Bond
2021-08-04,,0.0216 ,US BBB rated Bond
2021-08-05,,0.0219 ,US BBB rated Bond
2021-08-06,,0.0224 ,US BBB rated Bond
2021-08-09,,0.0227 ,US BBB rated Bond
2021-08-10,,0.0229 ,US BBB rated Bond
2021-08-11,,0.0229 ,US BBB rated Bond
2021-08-12,,0.0230 ,US BBB rated Bond
2021-08-13,,0.0225 ,US BBB rated Bond
2021-08-16,,0.0222 ,US BBB rated Bond
2021-08-17,,0.0223 ,US BBB rated Bond
2021-08-18,,0.0224 ,US BBB rated Bond
2021-08-19,,0.0224 ,US BBB rated Bond
2021-08-20,,0.0224 ,US BBB rated Bond
2021-08-23,,0.0223 ,US BBB rated Bond
2021-08-24,,0.0225 ,US BBB rated Bond
2021-08-25,,0.0228 ,US BBB rated Bond
2021-08-26,,0.0227 ,US BBB rated Bond
2021-08-27,,0.0224 ,US BBB rated Bond
2021-08-30,,0.0221 ,US BBB rated Bond
2021-08-31,,0.0224 ,US BBB rated Bond
2021-09-01,,0.0223 ,US BBB rated Bond
2021-09-02,,0.0223 ,US BBB rated Bond
2021-09-03,,0.0224 ,US BBB rated Bond
2021-09-06,,0.0224 ,US BBB rated Bond
2021-09-07,,0.0227 ,US BBB rated Bond
2021-09-08,,0.0225 ,US BBB rated Bond
2021-09-09,,0.0222 ,US BBB rated Bond
2021-09-10,,0.0224 ,US BBB rated Bond
2021-09-13,,0.0222 ,US BBB rated Bond
2021-09-14,,0.0219 ,US BBB rated Bond
2021-09-15,,0.0220 ,US BBB rated Bond
2021-09-16,,0.0222 ,US BBB rated Bond
2021-09-17,,0.0224 ,US BBB rated Bond
2021-09-20,,0.0221 ,US BBB rated Bond
2021-09-21,,0.0222 ,US BBB rated Bond
2021-09-22,,0.0222 ,US BBB rated Bond
2021-09-23,,0.0227 ,US BBB rated Bond
2021-09-24,,0.0230 ,US BBB rated Bond
2021-09-27,,0.0230 ,US BBB rated Bond
2021-09-28,,0.0234 ,US BBB rated Bond
2021-09-29,,0.0234 ,US BBB rated Bond
2021-09-30,,0.0238 ,US BBB rated Bond
2021-10-01,,0.0233 ,US BBB rated Bond
2021-10-04,,0.0235 ,US BBB rated Bond
2021-10-05,,0.0238 ,US BBB rated Bond
2021-10-06,,0.0238 ,US BBB rated Bond
2021-10-07,,0.0242 ,US BBB rated Bond
2021-10-08,,0.0245 ,US BBB rated Bond
2021-10-11,,0.0245 ,US BBB rated Bond
2021-10-12,,0.0245 ,US BBB rated Bond
2021-10-13,,0.0243 ,US BBB rated Bond
2021-10-14,,0.0240 ,US BBB rated Bond
2021-10-15,,0.0244 ,US BBB rated Bond
2021-10-18,,0.0245 ,US BBB rated Bond
2021-10-19,,0.0247 ,US BBB rated Bond
2021-10-20,,0.0247 ,US BBB rated Bond
2021-10-21,,0.0252 ,US BBB rated Bond
2021-10-22,,0.0251 ,US BBB rated Bond
2021-10-25,,0.0249 ,US BBB rated Bond
2021-10-26,,0.0247 ,US BBB rated Bond
2021-10-27,,0.0241 ,US BBB rated Bond
2021-10-28,,0.0245 ,US BBB rated Bond
2021-10-29,,0.0245 ,US BBB rated Bond
2021-10-31,,0.0247 ,US BBB rated Bond
2021-11-01,,0.0249 ,US BBB rated Bond
2021-11-02,,0.0246 ,US BBB rated Bond
2021-11-03,,0.0248 ,US BBB rated Bond
2021-11-04,,0.0243 ,US BBB rated Bond
2021-11-05,,0.0237 ,US BBB rated Bond
2021-11-08,,0.0240 ,US BBB rated Bond
2021-11-09,,0.0236 ,US BBB rated Bond
2021-11-10,,0.0246 ,US BBB rated Bond
2021-11-11,,0.0246 ,US BBB rated Bond
2021-11-12,,0.0250 ,US BBB rated Bond
2021-11-15,,0.0253 ,US BBB rated Bond
2021-11-16,,0.0255 ,US BBB rated Bond
2021-11-17,,0.0254 ,US BBB rated Bond
2021-11-18,,0.0253 ,US BBB rated Bond
2021-11-19,,0.0250 ,US BBB rated Bond
2021-11-22,,0.0258 ,US BBB rated Bond
2021-11-23,,0.0262 ,US BBB rated Bond
2021-11-24,,0.0262 ,US BBB rated Bond
2021-11-25,,0.0262 ,US BBB rated Bond
2021-11-26,,0.0254 ,US BBB rated Bond
2021-11-29,,0.0256 ,US BBB rated Bond
2021-11-30,,0.0255 ,US BBB rated Bond
2021-12-01,,0.0256 ,US BBB rated Bond
2021-12-02,,0.0259 ,US BBB rated Bond
2021-12-03,,0.0251 ,US BBB rated Bond
2021-12-06,,0.0256 ,US BBB rated Bond
2021-12-07,,0.0257 ,US BBB rated Bond
2021-12-08,,0.0260 ,US BBB rated Bond
2021-12-09,,0.0259 ,US BBB rated Bond
2021-12-10,,0.0259 ,US BBB rated Bond
2021-12-13,,0.0255 ,US BBB rated Bond
2021-12-14,,0.0257 ,US BBB rated Bond
2021-12-15,,0.0260 ,US BBB rated Bond
2021-12-16,,0.0256 ,US BBB rated Bond
2021-12-17,,0.0255 ,US BBB rated Bond
2021-12-20,,0.0257 ,US BBB rated Bond
2021-12-21,,0.0261 ,US BBB rated Bond
2021-12-22,,0.0259 ,US BBB rated Bond
2021-12-23,,0.0261 ,US BBB rated Bond
2021-12-27,,0.0260 ,US BBB rated Bond
2021-12-28,,0.0259 ,US BBB rated Bond
2021-12-29,,0.0262 ,US BBB rated Bond
2021-12-30,,0.0259 ,US BBB rated Bond
2021-12-31,,0.0260 ,US BBB rated Bond
2022-01-03,,0.0270 ,US BBB rated Bond
2022-01-04,,0.0271 ,US BBB rated Bond
2022-01-05,,0.0274 ,US BBB rated Bond
2022-01-06,,0.0277 ,US BBB rated Bond
2022-01-07,,0.0280 ,US BBB rated Bond
2022-01-10,,0.0282 ,US BBB rated Bond
2022-01-11,,0.0280 ,US BBB rated Bond
2022-01-12,,0.0279 ,US BBB rated Bond
2022-01-13,,0.0279 ,US BBB rated Bond
2022-01-14,,0.0285 ,US BBB rated Bond
2022-01-17,,0.0285 ,US BBB rated Bond
2022-01-18,,0.0295 ,US BBB rated Bond
2022-01-19,,0.0292 ,US BBB rated Bond
2022-01-20,,0.0293 ,US BBB rated Bond
2022-01-21,,0.0289 ,US BBB rated Bond
2022-01-24,,0.0291 ,US BBB rated Bond
2022-01-25,,0.0295 ,US BBB rated Bond
2022-01-26,,0.0299 ,US BBB rated Bond
2022-01-27,,0.0301 ,US BBB rated Bond
2022-01-28,,0.0302 ,US BBB rated Bond
2022-01-31,,0.0305 ,US BBB rated Bond
2022-02-01,,0.0305 ,US BBB rated Bond
2022-02-02,,0.0301 ,US BBB rated Bond
2022-02-03,,0.0307 ,US BBB rated Bond
2022-02-04,,0.0318 ,US BBB rated Bond
2022-02-07,,0.0318 ,US BBB rated Bond
2022-02-08,,0.0320 ,US BBB rated Bond
2022-02-09,,0.0319 ,US BBB rated Bond
2022-02-10,,0.0331 ,US BBB rated Bond
2022-02-11,,0.0328 ,US BBB rated Bond
2022-02-14,,0.0334 ,US BBB rated Bond
2022-02-15,,0.0337 ,US BBB rated Bond
2022-02-16,,0.0338 ,US BBB rated Bond
2022-02-17,,0.0336 ,US BBB rated Bond
2022-02-18,,0.0336 ,US BBB rated Bond
2022-02-21,,0.0336 ,US BBB rated Bond
2022-02-22,,0.0341 ,US BBB rated Bond
2022-02-23,,0.0344 ,US BBB rated Bond
2022-02-24,,0.0351 ,US BBB rated Bond
2022-02-25,,0.0350 ,US BBB rated Bond
2022-02-28,,0.0343 ,US BBB rated Bond
2022-03-01,,0.0335 ,US BBB rated Bond
2022-03-02,,0.0351 ,US BBB rated Bond
2022-03-03,,0.0350 ,US BBB rated Bond
2022-03-04,,0.0346 ,US BBB rated Bond
2022-03-07,,0.0355 ,US BBB rated Bond
2022-03-08,,0.0371 ,US BBB rated Bond
2022-03-09,,0.0375 ,US BBB rated Bond
2022-03-10,,0.0383 ,US BBB rated Bond
2022-03-11,,0.0385 ,US BBB rated Bond
2022-03-14,,0.0398 ,US BBB rated Bond
2022-03-15,,0.0401 ,US BBB rated Bond
2022-03-16,,0.0400 ,US BBB rated Bond
2022-03-17,,0.0392 ,US BBB rated Bond
2022-03-18,,0.0387 ,US BBB rated Bond
2022-03-21,,0.0399 ,US BBB rated Bond
2022-03-22,,0.0402 ,US BBB rated Bond
2022-03-23,,0.0397 ,US BBB rated Bond
2022-03-24,,0.0400 ,US BBB rated Bond
2022-03-25,,0.0412 ,US BBB rated Bond
2022-03-28,,0.0411 ,US BBB rated Bond
2022-03-29,,0.0402 ,US BBB rated Bond
2022-03-30,,0.0397 ,US BBB rated Bond
2022-03-31,,0.0389 ,US BBB rated Bond
2022-04-01,,0.0393 ,US BBB rated Bond
2022-04-04,,0.0393 ,US BBB rated Bond
2022-04-05,,0.0403 ,US BBB rated Bond
2022-04-06,,0.0408 ,US BBB rated Bond
2022-04-07,,0.0410 ,US BBB rated Bond
2022-04-08,,0.0418 ,US BBB rated Bond
2022-04-11,,0.0425 ,US BBB rated Bond
2022-04-12,,0.0421 ,US BBB rated Bond
2022-04-13,,0.0420 ,US BBB rated Bond
2022-04-14,,0.0429 ,US BBB rated Bond
2022-04-18,,0.0433 ,US BBB rated Bond
2022-04-19,,0.0442 ,US BBB rated Bond
2022-04-20,,0.0437 ,US BBB rated Bond
2022-04-21,,0.0447 ,US BBB rated Bond
2022-04-22,,0.0451 ,US BBB rated Bond
2022-04-25,,0.0446 ,US BBB rated Bond
2022-04-26,,0.0441 ,US BBB rated Bond
2022-04-27,,0.0445 ,US BBB rated Bond
2022-04-28,,0.0451 ,US BBB rated Bond
2022-04-29,,0.0456 ,US BBB rated Bond
2022-04-30,,0.0459 ,US BBB rated Bond
2022-05-02,,0.0469 ,US BBB rated Bond
2022-05-03,,0.0467 ,US BBB rated Bond
2022-05-04,,0.0460 ,US BBB rated Bond
2022-05-05,,0.0472 ,US BBB rated Bond
2022-05-06,,0.0476 ,US BBB rated Bond
2022-05-09,,0.0476 ,US BBB rated Bond
2022-05-10,,0.0470 ,US BBB rated Bond
2022-05-11,,0.0466 ,US BBB rated Bond
2022-05-12,,0.0460 ,US BBB rated Bond
2022-05-13,,0.0471 ,US BBB rated Bond
2022-05-16,,0.0468 ,US BBB rated Bond
2022-05-17,,0.0478 ,US BBB rated Bond
2022-05-18,,0.0475 ,US BBB rated Bond
2022-05-19,,0.0474 ,US BBB rated Bond
2022-05-20,,0.0469 ,US BBB rated Bond
2022-05-23,,0.0474 ,US BBB rated Bond
2022-05-24,,0.0464 ,US BBB rated Bond
2022-05-25,,0.0458 ,US BBB rated Bond
2022-05-26,,0.0453 ,US BBB rated Bond
2022-05-27,,0.0451 ,US BBB rated Bond
2022-05-30,,0.0451 ,US BBB rated Bond
2022-05-31,,0.0458 ,US BBB rated Bond
2022-06-01,,0.0464 ,US BBB rated Bond
2022-06-02,,0.0463 ,US BBB rated Bond
2022-06-03,,0.0467 ,US BBB rated Bond
2022-06-06,,0.0473 ,US BBB rated Bond
2022-06-07,,0.0469 ,US BBB rated Bond
2022-06-08,,0.0473 ,US BBB rated Bond
2022-06-09,,0.0476 ,US BBB rated Bond
2022-06-10,,0.0494 ,US BBB rated Bond
2022-06-13,,0.0521 ,US BBB rated Bond
2022-06-14,,0.0532 ,US BBB rated Bond
2022-06-15,,0.0522 ,US BBB rated Bond
2022-06-16,,0.0519 ,US BBB rated Bond
2022-06-17,,0.0516 ,US BBB rated Bond
2022-06-20,,0.0516 ,US BBB rated Bond
2022-06-21,,0.0521 ,US BBB rated Bond
2022-06-22,,0.0512 ,US BBB rated Bond
2022-06-23,,0.0507 ,US BBB rated Bond
2022-06-24,,0.0511 ,US BBB rated Bond
2022-06-27,,0.0516 ,US BBB rated Bond
2022-06-28,,0.0520 ,US BBB rated Bond
2022-06-29,,0.0513 ,US BBB rated Bond
2022-06-30,,0.0509 ,US BBB rated Bond
2022-07-01,,0.0504 ,US BBB rated Bond
2022-07-04,,0.0504 ,US BBB rated Bond
2022-07-05,,0.0499 ,US BBB rated Bond
2022-07-06,,0.0508 ,US BBB rated Bond
2022-07-07,,0.0512 ,US BBB rated Bond
2022-07-08,,0.0517 ,US BBB rated Bond
2022-07-11,,0.0509 ,US BBB rated Bond
2022-07-12,,0.0507 ,US BBB rated Bond
2022-07-13,,0.0507 ,US BBB rated Bond
2022-07-14,,0.0511 ,US BBB rated Bond
2022-07-15,,0.0507 ,US BBB rated Bond
2022-07-18,,0.0507 ,US BBB rated Bond
2022-07-19,,0.0511 ,US BBB rated Bond
2022-07-20,,0.0511 ,US BBB rated Bond
2022-07-21,,0.0497 ,US BBB rated Bond
2022-07-22,,0.0486 ,US BBB rated Bond
2022-07-25,,0.0491 ,US BBB rated Bond
2022-07-26,,0.0491 ,US BBB rated Bond
2022-07-27,,0.0485 ,US BBB rated Bond
2022-07-28,,0.0478 ,US BBB rated Bond
2022-07-29,,0.0473 ,US BBB rated Bond
2022-07-31,,0.0474 ,US BBB rated Bond
2022-08-01,,0.0470 ,US BBB rated Bond
2022-08-02,,0.0483 ,US BBB rated Bond
2022-08-03,,0.0483 ,US BBB rated Bond
2022-08-04,,0.0476 ,US BBB rated Bond
2022-08-05,,0.0491 ,US BBB rated Bond
2022-08-08,,0.0485 ,US BBB rated Bond
2022-08-09,,0.0490 ,US BBB rated Bond
2022-08-10,,0.0484 ,US BBB rated Bond
2022-08-11,,0.0488 ,US BBB rated Bond
2022-08-12,,0.0484 ,US BBB rated Bond
2022-08-15,,0.0478 ,US BBB rated Bond
2022-08-16,,0.0480 ,US BBB rated Bond
2022-08-17,,0.0488 ,US BBB rated Bond
2022-08-18,,0.0486 ,US BBB rated Bond
2022-08-19,,0.0496 ,US BBB rated Bond
2022-08-22,,0.0504 ,US BBB rated Bond
2022-08-23,,0.0504 ,US BBB rated Bond
2022-08-24,,0.0508 ,US BBB rated Bond
2022-08-25,,0.0501 ,US BBB rated Bond
2022-08-26,,0.0502 ,US BBB rated Bond
2022-08-29,,0.0511 ,US BBB rated Bond
2022-08-30,,0.0513 ,US BBB rated Bond
2022-08-31,,0.0518 ,US BBB rated Bond
2022-09-01,,0.0533 ,US BBB rated Bond
2022-09-02,,0.0524 ,US BBB rated Bond
2022-09-05,,0.0525 ,US BBB rated Bond
2022-09-06,,0.0539 ,US BBB rated Bond
2022-09-07,,0.0532 ,US BBB rated Bond
2022-09-08,,0.0533 ,US BBB rated Bond
2022-09-09,,0.0534 ,US BBB rated Bond
2022-09-12,,0.0535 ,US BBB rated Bond
2022-09-13,,0.0545 ,US BBB rated Bond
2022-09-14,,0.0544 ,US BBB rated Bond
2022-09-15,,0.0548 ,US BBB rated Bond
2022-09-16,,0.0550 ,US BBB rated Bond
2022-09-19,,0.0554 ,US BBB rated Bond
2022-09-20,,0.0560 ,US BBB rated Bond
2022-09-21,,0.0557 ,US BBB rated Bond
2022-09-22,,0.0574 ,US BBB rated Bond
2022-09-23,,0.0579 ,US BBB rated Bond
2022-09-26,,0.0599 ,US BBB rated Bond
2022-09-27,,0.0612 ,US BBB rated Bond
2022-09-28,,0.0595 ,US BBB rated Bond
2022-09-29,,0.0605 ,US BBB rated Bond
2022-09-30,,0.0610 ,US BBB rated Bond
2022-10-03,,0.0595 ,US BBB rated Bond
2022-10-04,,0.0589 ,US BBB rated Bond
2022-10-05,,0.0598 ,US BBB rated Bond
2022-10-06,,0.0602 ,US BBB rated Bond
2022-10-07,,0.0610 ,US BBB rated Bond
2022-10-10,,0.0611 ,US BBB rated Bond
2022-10-11,,0.0621 ,US BBB rated Bond
2022-10-12,,0.0622 ,US BBB rated Bond
2022-10-13,,0.0632 ,US BBB rated Bond
2022-10-14,,0.0636 ,US BBB rated Bond
2022-10-17,,0.0634 ,US BBB rated Bond
2022-10-18,,0.0630 ,US BBB rated Bond
2022-10-19,,0.0643 ,US BBB rated Bond
2022-10-20,,0.0652 ,US BBB rated Bond
2022-10-21,,0.0651 ,US BBB rated Bond
2022-10-24,,0.0650 ,US BBB rated Bond
2022-10-25,,0.0637 ,US BBB rated Bond
2022-10-26,,0.0631 ,US BBB rated Bond
2022-10-27,,0.0622 ,US BBB rated Bond
2022-10-28,,0.0627 ,US BBB rated Bond
2022-10-31,,0.0634 ,US BBB rated Bond
2022-11-01,,0.0632 ,US BBB rated Bond
2022-11-02,,0.0634 ,US BBB rated Bond
2022-11-03,,0.0642 ,US BBB rated Bond
2022-11-04,,0.0642 ,US BBB rated Bond
2022-11-07,,0.0644 ,US BBB rated Bond
2022-11-08,,0.0636 ,US BBB rated Bond
2022-11-09,,0.0633 ,US BBB rated Bond
2022-11-10,,0.0602 ,US BBB rated Bond
2022-11-11,,0.0602 ,US BBB rated Bond
2022-11-14,,0.0600 ,US BBB rated Bond
2022-11-15,,0.0588 ,US BBB rated Bond
2022-11-16,,0.0580 ,US BBB rated Bond
2022-11-17,,0.0587 ,US BBB rated Bond
2022-11-18,,0.0589 ,US BBB rated Bond
2022-11-21,,0.0589 ,US BBB rated Bond
2022-11-22,,0.0582 ,US BBB rated Bond
2022-11-23,,0.0575 ,US BBB rated Bond
2022-11-24,,0.0575 ,US BBB rated Bond
2022-11-25,,0.0574 ,US BBB rated Bond
2022-11-28,,0.0573 ,US BBB rated Bond
2022-11-29,,0.0579 ,US BBB rated Bond
2022-11-30,,0.0571 ,US BBB rated Bond
2022-12-01,,0.0555 ,US BBB rated Bond
2022-12-02,,0.0552 ,US BBB rated Bond
2022-12-05,,0.0563 ,US BBB rated Bond
2022-12-06,,0.0557 ,US BBB rated Bond
2022-12-07,,0.0547 ,US BBB rated Bond
2022-12-08,,0.0550 ,US BBB rated Bond
2022-12-09,,0.0558 ,US BBB rated Bond
2022-12-12,,0.0559 ,US BBB rated Bond
2022-12-13,,0.0547 ,US BBB rated Bond
2022-12-14,,0.0544 ,US BBB rated Bond
2022-12-15,,0.0544 ,US BBB rated Bond
2022-12-16,,0.0548 ,US BBB rated Bond
2022-12-19,,0.0557 ,US BBB rated Bond
2022-12-20,,0.0566 ,US BBB rated Bond
2022-12-21,,0.0563 ,US BBB rated Bond
2022-12-22,,0.0564 ,US BBB rated Bond
2022-12-23,,0.0569 ,US BBB rated Bond
2022-12-27,,0.0578 ,US BBB rated Bond
2022-12-28,,0.0580 ,US BBB rated Bond
2022-12-29,,0.0577 ,US BBB rated Bond
2022-12-30,,0.0578 ,US BBB rated Bond
2022-12-31,,0.0580 ,US BBB rated Bond
2023-01-03,,0.0577 ,US BBB rated Bond
2023-01-04,,0.0570 ,US BBB rated Bond
2023-01-05,,0.0572 ,US BBB rated Bond
2023-01-06,,0.0556 ,US BBB rated Bond
2023-01-09,,0.0550 ,US BBB rated Bond
2023-01-10,,0.0554 ,US BBB rated Bond
2023-01-11,,0.0545 ,US BBB rated Bond
2023-01-12,,0.0533 ,US BBB rated Bond
2023-01-13,,0.0538 ,US BBB rated Bond
2023-01-16,,0.0537 ,US BBB rated Bond
2023-01-17,,0.0537 ,US BBB rated Bond
2023-01-18,,0.0522 ,US BBB rated Bond
2023-01-19,,0.0526 ,US BBB rated Bond
2023-01-20,,0.0534 ,US BBB rated Bond
2023-01-23,,0.0536 ,US BBB rated Bond
2023-01-24,,0.0530 ,US BBB rated Bond
2023-01-25,,0.0529 ,US BBB rated Bond
2023-01-26,,0.0531 ,US BBB rated Bond
2023-01-27,,0.0532 ,US BBB rated Bond
2023-01-30,,0.0536 ,US BBB rated Bond
2023-01-31,,0.0531 ,US BBB rated Bond
2023-02-01,,0.0521 ,US BBB rated Bond
2023-02-02,,0.0517 ,US BBB rated Bond
2023-02-03,,0.0530 ,US BBB rated Bond
2023-02-06,,0.0542 ,US BBB rated Bond
2023-02-07,,0.0544 ,US BBB rated Bond
2023-02-08,,0.0541 ,US BBB rated Bond
2023-02-09,,0.0548 ,US BBB rated Bond
2023-02-10,,0.0556 ,US BBB rated Bond
2023-02-13,,0.0555 ,US BBB rated Bond
2023-02-14,,0.0561 ,US BBB rated Bond
2023-02-15,,0.0564 ,US BBB rated Bond
2023-02-16,,0.0569 ,US BBB rated Bond
2023-02-17,,0.0568 ,US BBB rated Bond
2023-02-20,,0.0568 ,US BBB rated Bond
2023-02-21,,0.0582 ,US BBB rated Bond
2023-02-22,,0.0581 ,US BBB rated Bond
2023-02-23,,0.0577 ,US BBB rated Bond
2023-02-24,,0.0586 ,US BBB rated Bond
2023-02-27,,0.0583 ,US BBB rated Bond
2023-02-28,,0.0584 ,US BBB rated Bond
2023-03-01,,0.0593 ,US BBB rated Bond
2023-03-02,,0.0596 ,US BBB rated Bond
2023-03-03,,0.0585 ,US BBB rated Bond
2023-03-06,,0.0586 ,US BBB rated Bond
2023-03-07,,0.0590 ,US BBB rated Bond
2023-03-08,,0.0594 ,US BBB rated Bond
2023-03-09,,0.0588 ,US BBB rated Bond
2023-03-10,,0.0572 ,US BBB rated Bond
2023-03-13,,0.0563 ,US BBB rated Bond
2023-03-14,,0.0576 ,US BBB rated Bond
2023-03-15,,0.0570 ,US BBB rated Bond
2023-03-16,,0.0581 ,US BBB rated Bond
2023-03-17,,0.0566 ,US BBB rated Bond
2023-03-20,,0.0571 ,US BBB rated Bond
2023-03-21,,0.0573 ,US BBB rated Bond
2023-03-22,,0.0554 ,US BBB rated Bond
2023-03-23,,0.0548 ,US BBB rated Bond
2023-03-24,,0.0550 ,US BBB rated Bond
2023-03-27,,0.0563 ,US BBB rated Bond
2023-03-28,,0.0567 ,US BBB rated Bond
2023-03-29,,0.0567 ,US BBB rated Bond
2023-03-30,,0.0562 ,US BBB rated Bond
2023-03-31,,0.0553 ,US BBB rated Bond
2023-04-03,,0.0545 ,US BBB rated Bond
2023-04-04,,0.0537 ,US BBB rated Bond
2023-04-05,,0.0535 ,US BBB rated Bond
2023-04-06,,0.0535 ,US BBB rated Bond
2023-04-10,,0.0548 ,US BBB rated Bond
2023-04-11,,0.0547 ,US BBB rated Bond
2023-04-12,,0.0542 ,US BBB rated Bond
2023-04-13,,0.0544 ,US BBB rated Bond
2023-04-14,,0.0550 ,US BBB rated Bond
2023-04-17,,0.0556 ,US BBB rated Bond
2023-04-18,,0.0554 ,US BBB rated Bond
2023-04-19,,0.0557 ,US BBB rated Bond
2023-04-20,,0.0551 ,US BBB rated Bond
2023-04-21,,0.0554 ,US BBB rated Bond
2023-04-24,,0.0548 ,US BBB rated Bond
2023-04-25,,0.0535 ,US BBB rated Bond
2023-04-26,,0.0542 ,US BBB rated Bond
2023-04-27,,0.0551 ,US BBB rated Bond
2023-04-28,,0.0543 ,US BBB rated Bond
2023-04-30,,0.0545 ,US BBB rated Bond
2023-05-01,,0.0558 ,US BBB rated Bond
2023-05-02,,0.0546 ,US BBB rated Bond
2023-05-03,,0.0539 ,US BBB rated Bond
2023-05-04,,0.0543 ,US BBB rated Bond
2023-05-05,,0.0550 ,US BBB rated Bond
2023-05-08,,0.0558 ,US BBB rated Bond
2023-05-09,,0.0560 ,US BBB rated Bond
2023-05-10,,0.0550 ,US BBB rated Bond
2023-05-11,,0.0547 ,US BBB rated Bond
2023-05-12,,0.0553 ,US BBB rated Bond
2023-05-15,,0.0557 ,US BBB rated Bond
2023-05-16,,0.0562 ,US BBB rated Bond
2023-05-17,,0.0567 ,US BBB rated Bond
2023-05-18,,0.0574 ,US BBB rated Bond
2023-05-19,,0.0577 ,US BBB rated Bond
2023-05-22,,0.0578 ,US BBB rated Bond
2023-05-23,,0.0576 ,US BBB rated Bond
2023-05-24,,0.0581 ,US BBB rated Bond
2023-05-25,,0.0588 ,US BBB rated Bond
2023-05-26,,0.0589 ,US BBB rated Bond
2023-05-29,,0.0590 ,US BBB rated Bond
2023-05-30,,0.0575 ,US BBB rated Bond
2023-05-31,,0.0573 ,US BBB rated Bond
